Facility ID,Facility Criteria Exception Name,Facility Criteria Exception Reason
2072139,Length,should be between 17 and 26
2072139,Width,should be between 9 and 18
4103879,Length,should be between 4 and 50
4103879,Width,should be between 3 and 30
4028157,ClearanceExistsBallShuttlecock,does not meet Active Places Criteria
4004592,Length,should be between 17 and 26
4004592,Width,should be between 9 and 18
2073575,Length,should be between 17 and 26
2073575,Width,should be between 9 and 18
4018238,Stations,should be between 5 and 700
2004643,ClearanceExistsBallShuttlecock,does not meet Active Places Criteria
4102030,Length,should be between 4 and 50
4102030,Width,should be between 3 and 30
4095154,Length,should be between 4 and 50
4095154,Width,should be between 3 and 30
4004660,Length,should be between 4 and 50
4004660,Width,should be between 3 and 30
4004661,Length,should be between 4 and 50
4004661,Width,should be between 3 and 30
2039074,Stations,should be between 5 and 700
2039075,ClearanceExistsBallShuttlecock,does not meet Active Places Criteria
2009339,OvalTrackLength,should be 400
2009339,SprintStraightLength,should be between 100 and 150
2009339,StraightTrackLanes,should be between 4 and 12
4004702,Length,should be between 4 and 50
4004702,Width,should be between 3 and 30
4117144,Length,should be between 4 and 50
4117144,Width,should be between 3 and 30
4027122,ClearanceExistsBallShuttlecock,does not meet Active Places Criteria
4027123,ClearanceExistsBallShuttlecock,does not meet Active Places Criteria
4039460,Length,should be between 17 and 26
4039460,Width,should be between 9 and 18
2009342,OvalTrackLength,should be 400
2009342,SprintStraightLength,should be between 100 and 150
2009342,StraightTrackLanes,should be between 4 and 12
4039470,Length,should be between 17 and 26
2039481,ClearanceExistsBallShuttlecock,does not meet Active Places Criteria
4101029,Length,should be between 4 and 50
4101029,Width,should be between 3 and 30
2074852,Length,should be between 17 and 26
2074852,Width,should be between 9 and 18
4008808,Length,should be between 10 and 80
4008808,Width,should be between 3 and 80
30006426,OvalTrackLength,should be 400
30006426,SprintStraightLength,should be between 100 and 150
30006426,StraightTrackLanes,should be between 4 and 12
2080091,Length,should be between 17 and 26
2080091,Width,should be between 9 and 18
4004950,Length,should be between 17 and 26
4004950,Width,should be between 9 and 18
4005014,Length,should be between 4 and 50
4005014,Width,should be between 3 and 30
4111738,Width,should be between 53 and 100
4005025,Length,should be between 4 and 50
4005025,Width,should be between 3 and 30
4005026,Length,should be between 4 and 50
4005026,Width,should be between 3 and 30
4009351,OvalTrackLength,should be 400
4009351,SprintStraightLength,should be between 100 and 150
4009351,StraightTrackLanes,should be between 4 and 12
4027182,Length,should be between 17 and 26
4027182,Width,should be between 9 and 18
4005155,Length,should be between 4 and 50
4005155,Width,should be between 3 and 30
2027048,Length,should be between 17 and 26
2027048,Width,should be between 9 and 18
4079372,Length,should be between 4 and 50
4079372,Width,should be between 3 and 30
2071933,Length,should be between 17 and 26
2071933,Width,should be between 9 and 18
2009357,OvalTrackLength,should be 400
2009357,SprintStraightLength,should be between 100 and 150
2009357,StraightTrackLanes,should be between 4 and 12
2074140,OvalTrackLength,should be 400
2074140,SprintStraightLength,should be between 100 and 150
2074140,StraightTrackLanes,should be between 4 and 12
4005225,Length,should be between 4 and 50
4005225,Width,should be between 3 and 30
4005226,Length,should be between 4 and 50
4005226,Width,should be between 3 and 30
4005230,Length,should be between 4 and 50
4005230,Width,should be between 3 and 30
4005238,Length,should be between 4 and 50
4005238,Width,should be between 3 and 30
4113845,ClearanceExistsBallShuttlecock,does not meet Active Places Criteria
2009359,OvalTrackLength,should be 400
2009359,SprintStraightLength,should be between 100 and 150
2009359,StraightTrackLanes,should be between 4 and 12
4005317,Length,should be between 4 and 50
4005317,Width,should be between 3 and 30
4005382,Length,should be between 17 and 26
4005382,Width,should be between 9 and 18
2009364,OvalTrackLength,should be 400
2009364,SprintStraightLength,should be between 100 and 150
2009364,StraightTrackLanes,should be between 4 and 12
2009366,OvalTrackLength,should be 400
2009366,SprintStraightLength,should be between 100 and 150
2009366,StraightTrackLanes,should be between 4 and 12
4005431,Length,should be between 4 and 50
4005431,Width,should be between 3 and 30
4009367,OvalTrackLength,should be 400
4009367,SprintStraightLength,should be between 100 and 150
4009367,StraightTrackLanes,should be between 4 and 12
4026987,Length,should be between 17 and 26
4026987,Width,should be between 9 and 18
4005481,Length,should be between 4 and 50
4005481,Width,should be between 3 and 30
4116247,Length,should be between 17 and 26
4116247,Width,should be between 9 and 18
4027134,Length,should be between 17 and 26
4027134,Width,should be between 9 and 18
4028760,OvalTrackLength,should be 400
4028760,SprintStraightLength,should be between 100 and 150
4028760,StraightTrackLanes,should be between 4 and 12
2005542,Length,should be between 17 and 26
2005542,Width,should be between 9 and 18
4005557,Length,should be between 4 and 50
4005557,Width,should be between 3 and 30
2078861,Length,should be between 17 and 26
2078861,Width,should be between 9 and 18
2005625,Length,should be between 17 and 26
2005625,Width,should be between 9 and 18
2095839,Length,should be between 17 and 26
2095839,Width,should be between 9 and 18
4005626,Length,should be between 4 and 50
4005626,Width,should be between 3 and 30
4071121,Length,should be between 4 and 50
4071121,Width,should be between 3 and 30
4081420,Length,should be between 4 and 50
4081420,Width,should be between 3 and 30
2071114,Length,should be between 10 and 80
2071114,Width,should be between 3 and 80
4102825,Length,should be between 17 and 26
4102825,Width,should be between 9 and 18
4103500,Length,should be between 17 and 26
4103500,Width,should be between 9 and 18
4103501,Length,should be between 4 and 50
4103501,Width,should be between 3 and 30
4026274,OvalTrackLength,should be 400
4026274,SprintStraightLength,should be between 100 and 150
4026274,StraightTrackLanes,should be between 4 and 12
4006559,Length,should be between 4 and 50
4006559,Width,should be between 3 and 30
2006563,Length,should be between 17 and 26
2006563,Width,should be between 9 and 18
4006573,Length,should be between 4 and 50
4006573,Width,should be between 3 and 30
4006584,Length,should be between 4 and 50
4006584,Width,should be between 3 and 30
4006585,Length,should be between 4 and 50
4006585,Width,should be between 3 and 30
4101271,Length,should be between 4 and 50
4101271,Width,should be between 3 and 30
4006589,Length,should be between 4 and 50
4006589,Width,should be between 3 and 30
4086561,Length,should be between 4 and 50
4086561,Width,should be between 3 and 30
4006590,Length,should be between 4 and 50
4006590,Width,should be between 3 and 30
2006596,Length,should be between 17 and 26
2006596,Width,should be between 9 and 18
4028202,OvalTrackLength,should be 400
4028202,SprintStraightLength,should be between 100 and 150
4028202,StraightTrackLanes,should be between 4 and 12
4006640,Length,should be between 17 and 26
4006640,Width,should be between 9 and 18
4072115,Length,should be between 17 and 26
4072115,Width,should be between 9 and 18
2006642,Length,should be between 17 and 26
2006642,Width,should be between 9 and 18
4006664,Length,should be between 4 and 50
4006664,Width,should be between 3 and 30
4006699,Length,should be between 4 and 50
4006699,Width,should be between 3 and 30
4006700,Length,should be between 4 and 50
4006700,Width,should be between 3 and 30
4006701,Length,should be between 4 and 50
4006701,Width,should be between 3 and 30
4029258,Length,should be between 800 and 9000
4006714,Length,should be between 17 and 26
4006714,Width,should be between 9 and 18
4006738,Length,should be between 4 and 50
4006738,Width,should be between 3 and 30
4006765,Length,should be between 4 and 50
4006765,Width,should be between 3 and 30
2006867,Length,should be between 17 and 26
2006867,Width,should be between 9 and 18
2086898,Length,should be between 17 and 26
2086898,Width,should be between 9 and 18
2071987,Length,should be between 17 and 26
2071987,Width,should be between 9 and 18
4006885,Length,should be between 4 and 50
4006885,Width,should be between 3 and 30
4006952,Length,should be between 4 and 50
4006952,Width,should be between 3 and 30
4007029,Length,should be between 4 and 50
4007029,Width,should be between 3 and 30
4007078,Length,should be between 4 and 50
4007078,Width,should be between 3 and 30
4078876,Length,should be between 4 and 50
4078876,Width,should be between 3 and 30
4007085,Length,should be between 4 and 50
4007085,Width,should be between 3 and 30
4007119,Length,should be between 4 and 50
4007119,Width,should be between 3 and 30
2009388,OvalTrackLength,should be 400
2009388,SprintStraightLength,should be between 100 and 150
2009388,StraightTrackLanes,should be between 4 and 12
4007174,Length,should be between 4 and 50
4007174,Width,should be between 3 and 30
4009414,OvalTrackLength,should be 400
4009414,SprintStraightLength,should be between 100 and 150
4009414,StraightTrackLanes,should be between 4 and 12
4007262,Length,should be between 4 and 50
4007262,Width,should be between 3 and 30
2007298,Length,should be between 17 and 26
2007298,Width,should be between 9 and 18
2007314,Length,should be between 17 and 26
2007314,Width,should be between 9 and 18
4007332,Length,should be between 4 and 50
4007332,Width,should be between 3 and 30
4026121,Length,should be between 4 and 50
4026121,Width,should be between 3 and 30
4007333,Length,should be between 4 and 50
4007333,Width,should be between 3 and 30
2009584,OvalTrackLength,should be 400
2009584,SprintStraightLength,should be between 100 and 150
2009584,StraightTrackLanes,should be between 4 and 12
4007373,Length,should be between 4 and 50
4007373,Width,should be between 3 and 30
2071418,Length,should be between 17 and 26
2071418,Width,should be between 9 and 18
4074757,Length,should be between 4 and 50
4074757,Width,should be between 3 and 30
4007445,Length,should be between 4 and 50
4007445,Width,should be between 3 and 30
4007446,Length,should be between 4 and 50
4007446,Width,should be between 3 and 30
4007479,Length,should be between 4 and 50
4007479,Width,should be between 3 and 30
4079441,Length,should be between 4 and 50
4079441,Width,should be between 3 and 30
4007621,Length,should be between 4 and 50
4007621,Width,should be between 3 and 30
4007623,Length,should be between 4 and 50
4007623,Width,should be between 3 and 30
